time;Exercise4.server.ppp[0].inputHook[0].packet/sec
166.602988523335;85.4837
167.609028153336;93.6939
168.622967903588;88.9439
169.634842151436;105.858
170.636183985871;84.4312
171.654764256187;97.9492
172.655283217729;105.153
173.663340612033;100.644
174.666878011033;86.0153
175.678326451497;99.7407
176.711003699473;89.3434
177.718352490019;85.9428
178.765560537815;108.907
179.766415915634;91.4429
180.772508124382;101.57
181.786588226563;90.8754
182.787959370693;108.681
183.800094283081;83.5919
184.804976595712;90.9225
185.838823712553;129.491
186.842754261094;96.2729
187.850306403912;117.06
188.858339462615;104.251
189.875118541989;95.722
190.878022456008;105.63
191.890994329164;90.3419
192.920416520646;101.506
193.935132140691;109.659
194.947362913225;115
195.964756929603;94.9863
196.964901401443;103.515
197.969582177447;96.9846
198.990363204214;112.293
199.99665568054;104.271
201.003644368791;97.885
202.004819169035;101.895
203.005847031644;92.8706
204.007240222224;112.893
205.008191693049;109.836
206.009685061715;90.7534
207.023420683761;96.7126
208.02639222271;88.7519
209.040455459647;110.222
210.047514304924;107.2
211.054972493126;115.604
212.058399151428;108.725
213.060931489927;104.233
214.068285917609;99.4672
215.073642073796;80.9411
216.086724050996;105.637
217.099627540609;103.914
218.100455410229;93.1242
219.109860037273;99.8815
220.111046642929;106.097
221.15725809602;115.583
222.169519938917;92.1522
223.243829419505;79.0988
224.293149995546;106.448
225.298336607076;99.646
226.311924615189;107.282
227.318616694512;94.5625
228.323243466779;94.3282
229.33036586871;113.732
230.34151281027;117.105
231.349157028176;83.6386
232.37739026097;98.551
233.381945876536;102.17
234.390071256021;89.9677
235.390430781919;114.831
236.391906322701;107.244
237.417606563618;113.467
238.439927501129;84.8192
239.453849116599;99.7228
240.486712653982;101.212
241.494498975002;105.314
242.501008869932;102.949
243.501499496105;82.842
244.503406292162;110.378
245.509045661229;113.92
246.509743863832;109.79
247.529875182594;78.4657
248.536684197006;95.607
249.540795082387;95.9458
250.541360265145;112.655
251.571050668732;99.8412
252.582657600675;92.2285
253.591022544029;105.64
254.594430842108;80.9941
255.59450385542;95.1792
256.603127431982;112.282
257.609523594896;101.936
258.61015022549;98.374
259.616513192187;88.0286
260.627547716819;102.588
261.641310990705;107.32
262.684916793327;93.1336
263.694219349778;95.0063
264.704678985844;109.157
265.712398991442;91.966
266.72364172939;113.143
267.731219427119;88.5604
268.736183038946;105.364
269.751713023652;109.35
270.757653318215;89.2011
271.766609966645;108.285
272.773215739716;117.117
273.780756615204;106.348
274.786891959038;95.6519
275.821894397037;92.7998
276.824051631554;113.913
277.824819303825;96.4864
278.830141821531;92.1355
279.850378228434;109.124
280.858408793104;110.533
281.871683007869;98.4381
282.877391131881;106.764
283.88896688818;104.941
284.88952787598;113.908
285.890338780814;111.647
286.902458143488;104.064
287.911448070752;105.996
288.939787981651;96.3181
289.946867169558;104.487
290.951773129144;114.844
291.961835744627;80.1501
292.984916326031;96.0741
293.994553524434;107.553
295.008005582985;105.978
296.008216717202;98.6418
297.032123368049;104.044
298.041315777388;94.3326
299.048390337664;123.607
300.059663799537;100.598
301.083545229079;88.8211
302.09681813049;106.197
303.113794534909;123.958
304.114129871252;91.8232
305.116055590603;107.194
306.123573157216;105.977
307.123787264469;91.7137
308.126908520079;103.137
309.144970831109;93.6261
310.148963978445;120.668
311.168291035613;102.066
312.197038747551;97.2869
313.214647701014;106.007
314.224018263151;95.7652
315.226470238756;109.852
316.227813656465;94.7086
317.230890175442;97.7502
318.26413590971;107.164
319.271936603176;113.496
320.276376704574;107.899
321.277316178749;99.7075
322.290279058611;103.36
323.296468647786;81.6263
324.30104716276;99.6257
325.324879686039;89.7039
326.328180466028;115.588
327.349048991935;115.625
328.352288308127;114.236
329.358973080894;92.5607
330.374522906216;94.7381
331.377287121121;106.909
332.378134964878;82.2459
333.387303275635;84.9091
334.411928219552;95.8999
335.412972168314;100.586
336.436970725693;81.1028
337.448032928507;96.5859
338.452320157224;83.3503
339.472112968659;106.484
340.486347477268;98.3784
341.492665427198;111.299
342.507952901329;110.788
343.509864128187;91.7032
344.513100233327;126.978
345.513275116553;98.5439
346.528051078056;94.7145
347.54162360103;77.7564
348.544756429409;102.893
349.545796132141;81.3162
350.554205551541;95.7679
351.556629035887;91.0712
352.566827436571;99.5601
353.571246215923;101.876
354.572467609515;119.884
355.590114023844;109.417
356.604582265976;109.733
357.607012167378;111.993
358.60707854581;100.25
359.614559994211;101.308
360.62139345374;90.9819
361.632583892384;93.7446
362.635308387863;120.382
363.640443380007;96.47
364.645937407953;103.825
365.647627350711;106.314
366.672893493764;91.7225
367.719528998896;112.318
368.725603569989;93.2152
369.734022688286;114.904
370.778372433258;127.025
371.79392115341;97.4636
372.830205359149;99.1833
373.838439288691;103.047
374.847684170881;101.588
375.861579325379;96.796
376.863686597224;107.124
377.871860048321;94.9121
378.872786576997;105.544
379.877102638941;106.231
380.893754582293;106.92
381.894506314489;112.987
382.894622293038;117.745
383.905282428515;98.8927
384.906367431042;113.451
385.911210860642;97.2215
386.929503982139;81.5187
387.935407666552;100.941
388.955803149786;113.927
390.017884607504;98.6239
391.021697656956;96.1913
392.040500670183;99.6886
393.063686359402;115.955
394.081322065439;91.88
395.093511995221;112.191
396.10072666896;95.7776
397.103048668012;100.745
398.105575777996;113.563
399.12703173134;96.4442
400.132794531391;104.976
401.133022226014;93.6104
402.147866364587;85.6829
403.151566961031;103.175
404.159565659318;97.354
405.1662012771;101.881
406.167372286732;97.7099
407.180575502016;97.7979
408.182641609948;86.4621
409.188862850501;106.435
410.194168241426;102.655
411.226751532875;98.2389
412.234498724409;84.0282
413.246063401894;80.4738
414.252602738587;95.8209
415.264907666688;99.3596
416.271353425724;98.8354
417.273018741356;87.7656
418.287083083068;74.8422
419.302552318272;119.315
420.316676706575;89.985
421.361295497097;100.998
422.361318169542;102.639
423.374579247615;102.556
424.378906637837;91.5787
425.383506745387;101.007
426.393335817291;109.204
427.40062756099;96.5006
428.405802679143;99.4175
429.421720245623;113.746
430.423949023892;89.2222
431.432666766593;100.411
432.438530094291;106.089
433.447114818791;117.228
434.453699420405;98.8861
435.454851378761;85.5594
436.471689016276;92.7407
437.474485020259;95.3896
438.480883617514;100.68
439.484063095591;78.6749
440.500905898665;114.588
441.513227294496;121.258
442.519346813826;102.586
443.523386033159;102.783
444.554688580095;101.768
445.566789842374;101.148
446.585104262279;116.801
447.60392806466;108.717
448.615732971028;87.7766
449.618278444574;109.775
450.629434784136;120.189
451.63618068288;91.871
452.637584818228;86.5926
453.653838001028;96.4786
454.669607579193;118.332
455.675248762168;109.086
456.683630508354;83.2087
457.693139846553;105.44
458.717417403288;105.607
459.721135099204;95.356
460.727888585163;107.724
461.767582103992;98.4074
462.773604073366;83.3952
463.780856651476;99.3568
464.787330443227;83.671
465.791262309413;94.9633
466.791649123822;97.6453
467.795281776036;110.577
468.799104538741;99.425
469.804887606594;110.765
470.807012363444;110.31
471.813265737209;93.362
472.830810891599;109.523
473.84429751855;88.4048
474.862341480264;95.0667
475.872159004354;96.5613
476.876702140895;103.517
477.881365465666;100.567
478.885669464455;109.893
479.904847213219;108.148
480.912723986831;104.231
481.920106262187;114.701
482.922711767702;89.4583
483.95112416011;99.0676
484.97063021447;70.1214
486.025943061604;85.8863
487.038909708963;113.825
488.040446485577;103.156
489.048630942654;101.468
490.063724599471;96.7904
491.065890312154;97.594
492.080296805305;103.315
493.086926443345;118.947
494.087370565125;107.96
495.087741376463;96.4456
496.103858441645;106.499
497.108561231013;90.9185
498.120456240249;81.4618
499.139338763527;90.9285
500.140125037029;101.682
501.153084566402;92.2539
502.182850888036;101.218
503.200453609897;84.8455
504.202274782641;112.33
505.217138658355;115.899
506.22663880546;108.202
507.234013466427;105.343
508.24024852186;108.552
509.244373134537;121.243
510.250620484304;93.6182
511.254698926016;95.6661
512.258189487428;91.3022
513.27678505198;101.423
514.282476479225;97.4484
515.298398832717;102.341
516.304835718899;125.964
517.305118293094;98.3715
518.311507207849;89.3295
519.31901286152;91.061
520.329325068984;108.343
521.335387130425;100.915
522.336231625032;110.965
523.336544316306;84.9585
524.337032957718;123.075
525.344550909509;91.9534
526.345057508334;118.607
527.348374458705;106.162
528.365683670998;121.874
529.366715007459;101.091
530.375707519299;103.468
531.380850945806;102.997
532.380883771068;102.881
533.38203708;93.3814
534.43149711082;93.4469
535.437415790765;92.7389
536.440230986855;98.846
537.441789091317;114.432
538.446752517579;85.8755
539.448201909881;87.517
540.465146789822;96.5563
541.480098504061;94.325
542.497855938003;95.9533
543.498343146687;102.798
544.500308395571;69.4352
545.522844173461;118.774
546.550008434287;85.5676
547.555061669251;96.1278
548.564135442008;99.6291
549.567858152427;97.3782
550.584512678344;113.899
551.611735435163;99.9315
552.612421355241;103.635
553.635238747368;93.0908
554.655747813159;95.6781
555.659112259755;86.9107
556.671645563739;95.2502
557.679517426352;97.7323
558.682256352939;91.6926
559.696514694346;103.214
560.713817311679;93.7121
561.716889050516;106.782
562.73766387912;98.7406
563.740290460149;93.6076
564.755164981456;112.839
565.765452412208;94.7559
566.768028474804;99.7734
567.800367689215;91.0241
568.822074883401;83.9042
569.823216314755;90.463
570.829152494186;87.9667
571.840898496384;96.2206
572.859391428684;95.7858
573.861627440309;108.759
574.86383936166;113.231
575.870626919023;92.8449
576.872297761345;96.7298
577.875091555206;111.386
578.880607722631;91.9982
579.880627358481;112.323
580.895556496162;91.3035
581.925089702398;112.23
582.940857470665;89.4979
583.94646741895;104.136
584.964366246936;94.7313
585.967202786084;99.9426
586.977783333236;102.333
587.994077919783;98.841
588.995686432836;101.649
589.999140036537;96.3732
591.005644381041;85.131
592.015851934432;93.4925
593.031976711454;98.4716
594.037342798844;100.209
595.075169269878;85.7914
596.077600596309;104.598
597.091005067483;114.631
598.102943529688;100.375
599.109172630616;104.245
600.126005666525;111.051
601.134549794256;100.159
602.162917136524;95.1832
603.182004531283;111.922
604.18269779773;91.8088
605.195672627253;94.5162
606.200791275374;101.595
607.204782142164;82.2864
608.213454656157;107.3
609.219977545554;92.8198
610.232692216703;102.734
611.235281722583;86.8678
612.23680328994;93.86
613.23829528476;107.721
614.250168683845;86.8904
615.251430179317;109.523
616.255788745677;97.9778
617.266222161714;100.569
618.270510986096;93.1265
619.27989062612;103.618
620.283574151589;94.9807
621.294305499747;97.9587
622.315143862222;99.632
623.318837009844;86.4498
624.325200823004;77.8681
625.352579553201;98.2909
626.359793733342;101.919
627.370399590309;109.919
628.380236211755;105.753
629.382576183149;85.6856
630.386245418535;100.745
631.398707341179;107.502
632.403342454928;95.5203
633.408364446471;105.81
634.410158952242;97.8897
635.411285816497;112.224
636.427115745647;98.6995
637.43016023202;113.694
638.450445833644;93.1419
639.470395068828;106.87
640.471611105278;102.215
641.479287769133;87.4529
642.485544207979;105.617
643.489166926575;107.913
644.499243559273;107.656
645.511730963055;110.662
646.523824931407;87.337
647.531416710097;90.4269
648.537754675697;106.16
649.545664132696;95.5362
650.550519215405;83.8341
651.552498681044;103.794
652.564119819893;86.6697
653.56793040045;79.9228
654.568896132466;83.927
655.569765359919;83.7512
656.596616684651;90.904
657.597672540581;114.319
658.621120010654;107.51
659.625681521221;116.936
660.634782136146;116.975
661.64354739283;109.795
662.645413946665;117.737
663.647648854166;99.4934
664.652740145036;105.879
665.663329776314;96.174
666.6823160578;101.159
667.690628539672;97.3426
668.697381636658;87.5383
669.702655576004;108.677
670.705623852819;89.8144
671.707690602478;108.756
672.709938540556;96.0651
673.730080220007;95.203
674.748955920564;102.157
675.757206212117;104.116
676.765697071707;104.016
677.784767545679;107.912
678.794848866984;100.494
679.79988382518;113.405
680.805132846886;109.404
681.810579011472;100.92
682.811369098942;90.6628
683.815088701803;102.176
684.823148601723;97.7899
685.825297090333;97.5995
686.829400871323;112.912
687.839039798463;91.2785
688.846944485326;82.7667
689.849763401323;100.18
690.86793092156;91.5032
691.873360266269;96.7556
692.875886360043;99.4133
693.901905537091;90.3367
694.909247630472;84.2431
695.930103001983;119.086
696.937781802358;99.6035
697.951801913912;101.929
698.962313767914;102.823
699.96403567638;88.7232
700.967155547702;112.759
701.98702671224;79.6655
702.991224897704;105.169
704.008635871008;108.607
705.012251073264;108.882
706.040890383942;95.9855
707.061878052437;107.246
708.078233686376;86.0005
709.101484033067;104.95
710.101957226848;111.899
711.111797159808;89.2137
712.13181955995;104.477
713.146396645773;90.1816
714.155472035871;88.8783
715.168092328523;114.938
716.168634947339;100.986
717.178672805324;83.1558
718.224901893889;110.443
719.229947746834;98.8023
720.231948261982;97.2186
721.239985612358;110.58
722.24378186979;106.003
723.253191450977;103.068
724.262233452182;92.7629
725.264789857543;104.447
726.270086278084;103.173
727.287794359334;97.4786
728.293142757114;110.835
729.294631448748;94.2282
730.313434265228;86.5854
731.32977166242;109.939
732.330330142279;87.0657
733.352546619787;95.7374
734.355289939742;110.716
735.357858973682;100.584
736.361993231484;89.6514
737.365882001283;111.556
738.378829340108;116.624
739.407774774951;97.3216
740.425020938891;124.22
741.463500460576;98.102
742.472654075985;108.828
743.492614212131;107.367
744.50781904626;82.8758
745.509317603586;106.704
746.530832256574;87.1725
747.551796364901;103.834
748.553395696607;112.579
749.583782538382;87.8026
750.586030234656;91.5874
751.590535438588;100.307
752.597445535513;98.1901
753.605693585447;107.186
754.613291467204;103.889
755.614362593935;103.833
756.615966532947;81.8981
757.617211198126;109.673
758.620193369491;94.4965
759.636104210955;101.211
760.643900166508;93.4499
761.649786642802;94.9628
762.650177988758;93.0756
763.670853394568;99.9634
764.671219677973;100.267
765.688505480822;102.321
766.704914538652;85.5177
767.710553814697;100.117
768.719369420141;105.213
769.736354451483;113.867
770.74630481559;111.935
771.755817396882;90.1645
772.765083876314;101.803
773.767015941702;94.8647
774.778983695884;95.4773
775.805405834995;93.7711
776.807846739615;87.4819
777.81376867104;111.97
778.814038490377;93.3754
779.820727406124;108.562
780.824761430882;92.2566
781.832818918772;102.965
782.833154586905;112.579
783.845779740091;99.7464
784.858347796385;103.205
785.875735910031;107.625
786.888509008858;99.7188
787.911385472887;102.058
788.920618821376;97.7535
789.933370467252;83.8521
790.935134725552;105.126
791.943449143747;87.0335
792.977533446323;102.728
793.98017960584;115.57
794.992551553993;87.922
795.993438244655;100.99
796.993540706014;70.8673
798.023634779112;94.989
799.023750843919;105.02
800.033084455574;89.6624
801.036849725351;99.7152
802.039706288693;83.553
803.068993454433;104.245
804.076237585501;87.903
805.088717372983;100.896
806.08974878878;82.6785
807.093637385921;84.1649
808.115440560754;102.913
809.11628353676;114.481
810.120817096616;97.6571
811.134567870837;95.9505
812.135083950633;117.094
813.151364816474;104.814
814.153139344229;107.824
815.154775694056;86.5121
816.171974271396;110.658
817.202179416149;94.4181
818.208341941681;103.671
819.240456089946;101.843
820.242001235534;97.1725
821.281389549262;107.841
822.282867346322;88.8284
823.284798907754;105.743
824.28722855744;105.129
825.314536200165;89.311
826.333448154872;123.223
827.339754067793;102.29
828.346695567172;79.6075
829.351625637137;114.014
830.369047579122;94.2452
831.377056210045;95.2121
832.406336631105;94.7916
833.419084413599;104.404
834.42478827414;119.892
835.42568630836;82.3066
836.458410247128;88.1473
837.479428571804;80.8914
838.480771672006;107.422
839.486149446818;103.313
840.492801729495;92.4146
841.499136494264;92.8639
842.511370544652;102.76
843.513702157895;109.36
844.519553584585;97.8212
845.521381836672;93.3606
846.528230506097;105.195
847.564401690872;97.2931
848.57166750811;105.555
849.575885382299;108.959
850.576258493178;107.914
851.577052460418;113.953
852.595019812817;105.77
853.597194371035;94.4803
854.602695501881;92.0839
855.612643566904;107.995
856.61268987811;104.295
857.638622343896;122.379
858.643699986182;106.912
859.644521227336;94.4396
860.650455177223;102.529
861.664798315279;100.581
862.678907197822;111.917
863.679645078992;81.5834
864.697008948933;86.2007
865.706280973928;88.8604
866.707852437194;114.401
867.730572360328;88.4377
868.748237788885;106.846
869.749675133837;104.359
870.755814590307;82.3542
871.76365636626;100.35
872.800026955276;91.953
873.800538528204;110.373
874.806223173901;98.7545
875.80870949946;104.648
876.821624977814;104.408
877.827297197655;92.8003
878.82944931382;94.0976
879.84966670801;99.6569
880.853109256234;113.678
881.855942248602;103.646
882.859354566763;86.663
883.874782264384;94.5259
884.890377186355;112.96
885.890731116418;120.709
886.901425736007;101.928
887.90213103568;86.6718
888.905917599663;110.256
889.912667676634;105.258
890.919718822585;103.238
891.936781592172;102.758
892.939132542213;84.7902
893.953400910979;88.6105
894.957797023555;97.0538
895.977850314905;98.1688
896.986317695095;86.7979
898.011688288478;91.4233
899.017996144632;114.244
900.024610484565;98.7131
901.027516654289;104.892
902.028547010255;105.589
903.041906105974;111.966
904.042212541772;95.6332
905.046048275235;93.7591
906.048618088032;103.683
907.06132451292;97.8245
908.083562847334;90.0429
909.094192347636;87.9824
910.105757833563;85.9206
911.118320315109;105.507
912.122991110573;92.2497
913.131124071915;92.9638
914.131513733952;119.777
915.133378080186;109.962
916.133724552539;92.3727
917.140515741667;100.765
918.142849644918;107.044
919.151784163219;113.829
920.153282175816;93.2998
921.160786839671;106.712
922.163487727424;86.1824
923.172974711701;115.164
924.206279936544;99.8105
925.208178701949;90.6653
926.211870660687;91.8573
927.213424048837;86.9701
928.21376808365;101.788
929.225676872774;105.115
930.243610131244;100.584
931.257690583632;113.666
932.27822386152;81.7528
933.28124815507;90.7376
934.284140117716;89.8998
935.285254747914;88.9191
936.286164571937;102.183
937.294158396309;80.9577
938.294680651026;119.356
939.300078518038;102.991
940.300170614835;89.3876
941.307021130254;108.76
942.309227699076;103.929
943.329150705958;108.385
944.334827297969;99.911
945.335718358595;82.6719
946.339686620073;99.4954
947.35480892871;106.918
948.355572383921;84.5847
949.372305039495;113.961
950.372644384876;105.642
951.376036452401;89.5674
952.392031452052;115.823
953.419465643463;95.0699
954.429248675817;110.798
955.431070622571;117.104
956.447257978104;114.873
957.44836456613;98.769
958.450703626633;93.3802
959.457340753951;85.6002
960.462011724176;95.6519
961.465650598327;91.3504
962.472762161325;106.95
963.473230219816;100.098
964.492233353392;108.489
965.51537697179;97.8575
966.516833578515;94.2227
967.525082789621;101.868
968.546013374265;103.755
969.548377882899;99.6623
970.551766134394;83.9852
971.551942864565;97.4969
972.557102539528;105.981
973.557278240357;85.5422
974.574319718655;110.748
975.576591596918;99.3879
976.602873537213;91.3554
977.620875498358;102.55
978.625261714138;106.506
979.629896702472;109.275
980.636529487669;117.332
981.642224938837;104.354
982.648419277457;100.716
983.671094989854;91.3519
984.689136453683;98.5147
985.6940623783;96.9992
986.694070467134;100.369
987.700359276729;102.355
988.73596873449;107.683
989.738912388202;89.134
990.759846750886;94.5535
991.785721085373;93.1887
992.794427209325;111.845
993.804751871304;103.504
994.819202596111;91.8457
995.820882358617;87.0131
996.832224767225;90.8707
997.833647746733;108.03
998.842630970538;101.52
